2022-03-08 05:01:02,588 : Training job starting ...

2022-03-08 05:01:02,659 : 
- Beginning the test -
2022-03-08 05:01:02,952 : true label [E | G] : [3 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:03,222 : true label [E | G] : [0 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:03,464 : true label [E | G] : [7 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:03,702 : true label [E | G] : [7 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:03,978 : true label [E | G] : [1 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:04,276 : true label [E | G] : [6 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:04,553 : true label [E | G] : [4 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:04,858 : true label [E | G] : [7 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:05,137 : true label [E | G] : [1 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:05,405 : true label [E | G] : [3 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:05,663 : true label [E | G] : [2 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:05,950 : true label [E | G] : [2 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:06,317 : true label [E | G] : [2 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:06,607 : true label [E | G] : [1 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:06,876 : true label [E | G] : [5 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:07,125 : true label [E | G] : [1 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:07,379 : true label [E | G] : [2 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:07,634 : true label [E | G] : [7 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:07,885 : true label [E | G] : [5 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:08,199 : true label [E | G] : [3 | 1] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:08,454 : true label [E | G] : [2 | 0] --- predicted label [E | G] : [0 | 1]
2022-03-08 05:01:08,696 : true label [E | G] : [1 | 1] --- predicted label [E | G] : [0 | 1]
